name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info,full_address,location,latitude,longitude,GEOID,STATE,COUNTY,TRACT,BLOCK
Bridge Inc,Mental Health Clinic,248 West 108Th Street,,New York,NY,10025,212-663-3000 x1372,,,,,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * PVTN * MC MD PI * TAY CO TRMA PTSD SMI * STU * HS * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * AOT COOT FPSY LAD PRS CM IPC SPS,"248 West 108Th Street, New York, NY 10025","248, West 108th Street, Bloomingdale, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",40.8024685,-73.9669628,360610195004000,36,061,019500,4000
Center for Hearing and Communications,,50 Broadway,6th Floor,New York,NY,10004,917-305-7739,,917-305-7700,,,MH * OP * OMH * CHLOR FLUPH HALOP ARIPI CLOZA OLANZ OLANZF RISPE ANTPYCH * CBT CFT DBT GT IPT TELE * CIT * PVTN * MC MD OSF PI PCF SF SI SMHA * SS * TAY SE GL VET CJ HV DV TRMA TBI PED PTSD SMI * STU * TCC * SMOP * CHLD YAD ADLT SNR * AH * VAPP * COOT FPSY,"50 Broadway, New York, NY 10004","NY Gifts, 50, Broadway, Whitehall, Manhattan, New York County, City of New York, New York, 10003, United States",40.7062921,-74.0126905,360610009001003,36,061,000900,1003
Childrens Aid Society,Dunlevy Milbank Center,14-32 West 118Th Street,,New York,NY,10026,212-369-8339,,212-831-9829,,,MH * OP * OMH * CBT IPT TELE * PVTN * MD SF SI SWFS * SS * TAY GL TRMA PTSD SED * STU * SMON * CHLD YAD * AH SP * VAPP * FPSY IPC SPS,"14-32 West 118Th Street, New York, NY 10026","West 118th Street, Manhattan Community Board 10, Manhattan, New York County, City of New York, New York, 10026, United States",40.8032337,-73.9484961,360610190001001,36,061,019000,1001
Community Access,East Village Access PROS,242 East 2Nd Street,,New York,NY,10009,212-780-9008 x7204,212-780-9008 x7219,,,,SA MH SUMH * OP PHDT * OMH * NSC ANTPYCH * AT CBT DBT GT IDD TELE * PVTN * MC MD SMHA * CO TRMA PTSD SMI * STU * MST LABT * PEER * TCC * SMOP * YAD ADLT SNR * VAPP * FPSY PRS SEMP VRS SPS,"242 East 2Nd Street, New York, NY 10009","242, East 2nd Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10009, United States",40.7215708,-73.9816804,360610022021001,36,061,002202,1001
Community Counseling Mediation Inc,Manhattan Clinic,15 West 39Th Street,2nd Floor,New York,NY,10018,212-564-6006,718-802-0666,,,,SA MH SUMH * OP * OMH * HALOP ARIPI OLANZ QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT * CIT * PVTN * MC MD PI SF * TAY SE GL VET CJ CO HV DV TRMA TBI PEFP PTSD SED SMI * STU * TCC * SMOP * CHLD YAD ADLT SNR * SP FX * F17 * VAPP * COOT CM SPS,"15 West 39Th Street, New York, NY 10018","River NYC Church, 15, West 39th Street, Midtown South, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10018, United States",40.7522084,-73.9834479,360610084002000,36,061,008400,2000
Cylar House Behavioral Health Clinic,Housing Works Mental Health Clinic,326 West 48Th Street,1st Floor,New York,NY,10036,718-277-0386,718-277-0386 x4217,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT CFT IDD IPT TELE * PVTN * FQHC * MC MD PI SF SI * PA SS * SE GL VET CJ CO HV DV TRMA PTSD SMI * STU * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY CM IPC SPS,"326 West 48Th Street, New York, NY 10036","326, West 48th Street, Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",40.7613311,-73.9882989,360610127002000,36,061,012700,2000
FAIR,,1090 Saint Nicholas Avenue,Upper Level,New York,NY,10032,646-992-3357,212-543-4445,,,,SA MH * OP * NRT NSC * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF SI * SS * SE CO PTSD SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * COOT FPSY IMR PRS CM SPS,"1090 Saint Nicholas Avenue, New York, NY 10032","1090, Saint Nicholas Avenue, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10032, United States",40.8382602,-73.9396933,360610243013000,36,061,024301,3000
Fast Break 115th,,158 East 115Th Street,,New York,NY,10029,646-459-6161,,,,,MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CMHG MD SF SI SMHA SWFS * TAY GL CJ DV TRMA PED PTSD SED * STU * PEER * TCC * SMON * CHLD YAD * AH SP FX * F35 F66 * VAPN * COOT FPSY CM SPS ES,"158 East 115Th Street, New York, NY 10029","158, East 115th Street, East Harlem, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",40.7976112,-73.9417867,360610182004000,36,061,018200,4000
Graham Windham,Manhattan Mental Health Center,274 West 145Th Street,2nd Floor,New York,NY,10039,212-368-4100,,,,,MH * OP * OMH * CBT CFT GT IPT TELE * PVTN * MD * TAY TRMA PTSD SED * SMOP * CHLD YAD * SP * VAPP * FPSY TPC,"274 West 145Th Street, New York, NY 10039","274, West 145th Street, Manhattan Community Board 10, Manhattan, New York County, City of New York, New York, 10030, United States",40.8225794,-73.941703,360610232004001,36,061,023200,4001
Greenwich House Inc,The Center for Resiliency and Wellness,27 Barrow Street,3rd Floor,New York,NY,10014,212-242-4140 x251,,212-242-4140 x249,,,SA MH SUMH * OP * OMH * PERPH ARIPI QUETI ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * WI * PVTN * MHC * CLF MC MD PI SF * SS * TAY SE GL VET CO HV DV TRMA PED PTSD SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * SP FX * F17 F28 F35 F70 * VPPD * FPSY CM SPS,"27 Barrow Street, New York, NY 10014","Greenwich House, 27, Barrow Street, West Village, Manhattan, New York County, City of New York, New York, 10014, United States",40.7323308,-74.0031271,360610067001000,36,061,006700,1000
Hudson Guild Counseling Service,,441 West 26Th Street,,New York,NY,10001,212-760-9822,,,,,MH SUMH * OP * OMH * ARIPI RISPE ANTPYCH * CBT DBT IPT TELE * PVTN * MC MD PI SF SI * STU * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * FPSY,"441 West 26Th Street, New York, NY 10001","John Lovejoy Elliott Center, 441, West 26th Street, Chelsea, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10001, United States",40.7495468,-74.0014911,360610097002002,36,061,009700,2002
Karen Horney Clinic Inc,,329 East 62Nd Street,,New York,NY,10065,212-838-4333,212-838-4333 x137,,,,SA MH SUMH * OP * OMH * PERPH ARIPI BREXP OLANZ OLANZF QUETI RISPE ZIPRA NRT NSC ANTPYCH * IPT TELE * PVTN * MC MD PI SF SI * TAY SE GL CO HV TRMA PTSD * STU * TCC * SMON * CHLD YAD ADLT SNR * FX * F17 F28 * VAPN * SPS,"329 East 62Nd Street, New York, NY 10065","329, East 62nd Street, Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",40.762196,-73.9617296,360610110005000,36,061,011000,5000
Lighthouse Guild Behavioral Health,JGB MH and MR Services,250 West 64 Street,,New York,NY,10023,212-769-7800,,,,,MH SUMH * OP * OMH * CHLOR FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI ASENA CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PVTN * MC MD OSF PI PCF SF * SE TBI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * SP * VAPN * CDM FPSY IPC,"250 West 64 Street, New York, NY 10023","250, West 64th Street, Lincoln Square, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",40.7742624,-73.9880571,360610151011000,36,061,015101,1000
Lower Eastside Service Center,Continuing Day Treatment Program,46 East Broadway,2nd Floor,New York,NY,10002,212-343-3520,,212-343-3563,,,MH * OP * OMH * ANTPYCH * AT CBT CFT GT IPT TELE * PEON * PVTN * MC MD PI SF * SS * SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * VAPN * DEC FPSY ICM PRS CM SPS,"46 East Broadway, New York, NY 10002","46, East Broadway, Two Bridges, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States",40.7137769,-73.9958626,360610008001000,36,061,000800,1000
Lower Eastside Service Center,Dual Recovery Services,46 East Broadway,6th Floor,New York,NY,10002,212-343-3520,,212-343-3522,,,SA MH * OP * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT GT IDD IPT TELE * PVTN * MD SF * PA SS * CO * STU * PEER * TCC * SMON * YAD ADLT SNR * VAPN * COOT SPS,"46 East Broadway, New York, NY 10002","46, East Broadway, Two Bridges, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States",40.7137769,-73.9958626,360610008001000,36,061,000800,1000
Metropolitan Center for Mental Health,,160 West 86Th Street,,New York,NY,10024,212-362-8755,646-992-3357,,,,MH SUMH * OP * OMH * ARIPI BREXP CARIP LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF * SS * TAY SE TRMA SED SMI * SMON * CHLD YAD ADLT SNR * SP FX * F28 * VAPN * FPSY SPS,"160 West 86Th Street, New York, NY 10024","160, West 86th Street, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10024, United States",40.7872081,-73.9744954,360610169003000,36,061,016900,3000
Metropolitan Center for Mental Health,,1090 Saint Nicholas Avenue,,New York,NY,10032,212-543-0777,646-992-3357,,,,MH SUMH * OP * OMH * ARIPI BREXP CARIP LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF * SS * TAY SE TRMA SED SMI * SMON * CHLD YAD ADLT SNR * SP FX * F28 * VAPN * FPSY SPS,"1090 Saint Nicholas Avenue, New York, NY 10032","1090, Saint Nicholas Avenue, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10032, United States",40.8382602,-73.9396933,360610243013000,36,061,024301,3000
Metropolitan Center for Mental Health,,336 Central Park West,,New York,NY,10025,212-864-3666,646-992-3357,,,,MH SUMH * OP * OMH * ARIPI BREXP CARIP LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * CMHG MC MD PI SF VAF * SS * TAY SE TRMA SED SMI * SMON * CHLD YAD ADLT SNR * SP FX * F28 * VAPN * FPSY SPS,"336 Central Park West, New York, NY 10025","336, Central Park West, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",40.7902597,-73.9658981,360610177007000,36,061,017700,7000
Metropolitan Hospital Center,Psychiatric Services,1901 1St Avenue,Room 4M3,New York,NY,10029,212-423-7155,212-423-6262,,,,MH SUMH * HI OP * OMH * CHLOR HALOP PERPH TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CFT DBT GT IPT TELE * PEON WI * STG * CLF ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * HIVT STDT TBS MST LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F19 F25 F28 F35 F36 F47 F70 * VAPN * ACT AOT CDM COOT FPSY LAD PRS SEMP SH VRS IPC SPS,"1901 1St Avenue, New York, NY 10029","NYC Health + Hospitals/Metropolitan, 1901, 1st Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10129, United States",40.7850371,-73.9449708,360610156021000,36,061,015602,1000
Mount Sinai Morningside,Department of Psychiatry,1090 Amsterdam Avenue,16th Floor,New York,NY,10025,212-523-4139,212-523-8080,,,,SA MH SUMH * HI OP * IPSY * CHLOR FLUPH HALOP PERPH ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * MC MD PI SF SI SMHA * TAY SE GL CO HV TRMA PEFP PTSD SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * CDM COOT DEC FPSY IMR PRS IPC SPS ES,"1090 Amsterdam Avenue, New York, NY 10025","Strokos Deli, 1090, Amsterdam Avenue, Morningside Heights, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10025, United States",40.805466,-73.9622848,360610199003000,36,061,019900,3000
New York City Childrens Center,Queens Mid Childhood Clinic at PS 169,110 East 88Th Street,,New York,NY,10128,212-987-2010,,212-987-2513,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT CRT CFT DBT GT IDD IPT TELE AIM * STG * MD PI SI SMHA * CO PTSD SED * STU * MST LABT * PEER * TCC * SMON * CHLD * AH SP * VAPN * AOT COOT DEC FPSY PRS VRS CM SPS ES,"110 East 88Th Street, New York, NY 10128","110, East 88th Street, Yorkville, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",40.7810138,-73.9554009,360610148023001,36,061,014802,3001
New York Presbyterian Hospital,Morgan Stanley Childrens Hospital,3959 Broadway,"6th Floor, North Wing Pediatric Psych",New York,NY,10032,212-305-3093,212-305-0924,,,,SA MH SUMH * OP * OMH * HALOP ARIPI CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * CBT CFT DBT GT IPT TELE * CIT PEON PEOFF * PVTN * MC MD PI SF SI * TAY GL HV DV TRMA PTSD SED * STU * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * FPSY CM SPS ES,"3959 Broadway, New York, NY 10032","Morgan Stanley Children's Hospital, 3959, Broadway, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10032, United States",40.8397559,-73.941448,360610251001002,36,061,025100,1002
Northside Center for Child Development,Home Based Crisis Intervention,1475 Park Avenue,,New York,NY,10029,212-426-3400,646-596-2967,,,,MH * OP * OMH * HALOP LOXAP ARIPI OLANZ RISPE ZIPRA ANTPYCH * CBT CFT DBT IPT * PVTN * SMHA * PA * SED * SMON * CHLD YAD * SP * VAPN * FPSY,"1475 Park Avenue, New York, NY 10029","1475, Park Avenue, East Harlem, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",40.7940022,-73.9469898,360610172003000,36,061,017200,3000
Northside Ctr Therapeutic Early Child,Preschool Day Treatment,1475 Park Avenue,,New York,NY,10029,212-426-3400,212-426-3400 x3459,212-426-3400 x3464,,,MH * OP PHDT * PH * AT CBT GT IPT TELE * CIT * PVTN * MD SEF * PA * TRMA PTSD SED * SMON * CHLD * VAPN * FPSY CM ES,"1475 Park Avenue, New York, NY 10029","1475, Park Avenue, East Harlem, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",40.7940022,-73.9469898,360610172003000,36,061,017200,3000
NYC HH Metropolitan Hospital Ctr,Adult BH Clinic,1900 2Nd Avenue,1st Floor,New York,NY,10029,212-423-8017,212-423-6645,212-423-6528,,,MH SUMH * OP * OMH * CHLOR PERPH TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * DBT GT IPT TELE * PEON * STG * CLF ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SMI * STU * MST LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F19 F25 F28 F35 F36 F47 F70 * VAPN * AOT CDM COOT LAD PRS SEMP SH VRS IPC SPS,"1900 2Nd Avenue, New York, NY 10029","1900, 2nd Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",40.7854096,-73.9458364,360610156021000,36,061,015602,1000
NYC HH Metropolitan Hospital Ctr,Metrop Hosp CMHC Child/Adol Clinic,1900 2Nd Avenue,6th Floor,New York,NY,10029,212-423-7155,212-423-6945,,,,MH SUMH * OP * OMH * CHLOR ARIPI OLANZ QUETI RISPE NRT NSC ANTPYCH * CFT DBT GT IPT TELE * PEON * STG * CLF ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * GL CJ CO HV TRMA TBI PED PTSD SED * STU * LABT * TCC * SMON * CHLD * AH SP FX * F4 F17 F19 F25 F28 F35 F36 F47 F70 * VAPN * FPSY PRS SPS,"1900 2Nd Avenue, New York, NY 10029","1900, 2nd Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",40.7854096,-73.9458364,360610156021000,36,061,015602,1000
NY Psychiatric Institute,Wash Heights Comm Servs Audubon Clinic,513 West 166Th Street,4th Floor,New York,NY,10032,212-928-8300,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SI SMHA SWFS * PA SS * SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * SP * VAPN * AOT CDM DEC FPSY IMR PRS SEMP CM IPC SPS,"513 West 166Th Street, New York, NY 10032","513, West 166th Street, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10032, United States",40.839247,-73.9388062,360610251001006,36,061,025100,1006
NYS Psychiatric Institute,Wash Heights Comm Servs Inwood Clinic,4941 Broadway,Lower Level,New York,NY,10034,212-942-8500,212-942-1471,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SI SMHA SWFS * PA SS * SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * AOT CDM DEC FPSY IMR PRS SEMP CM IPC SPS,"4941 Broadway, New York, NY 10034","TD Bank, 4941, Broadway, Inwood, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10034, United States",40.8678994,-73.9211496,360610303002002,36,061,030300,2002
NYU Langone Hospitals,Inpatient Psychiatric Unit,550 1St Avenue,10th Floor,New York,NY,10016,212-263-5420,,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PERPH ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT ECT GT IDD IPT * CIT PEON WI * PVTN * CLF MC MD OSF PI SF SI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC IMR PRS IPC SPS,"550 1St Avenue, New York, NY 10016","Tisch Hospital, 550, 1st Avenue, Kips Bay, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10016, United States",40.7420735,-73.9743366,360610062001000,36,061,006200,1000
NYU Langone Hospitals,Tisch Hosp Inpatient Psychiatric Unit,530 1St Avenue,10th Floor,New York,NY,10016,212-263-5567,,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PERPH ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT ECT GT IDD IPT * CIT PEON WI * PVTN * CLF MC MD OSF PI SF SI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC IMR PRS IPC SPS,"530 1St Avenue, New York, NY 10016","Schwartz Entrance, 530, 1st Avenue, Kips Bay, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10016, United States",40.7415914,-73.9748596,360610062001000,36,061,006200,1000
Postgraduate Center for Mental Health,Center for Adult Psychotherapy,213 West 35Th Street,4th Floor,New York,NY,10001,212-665-1860,212-576-4104,,,,MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PROCH THIOT ARIPI CLOZA LURAS OLANZ OLANZF PALIP ANTPYCH * CBT CFT GT IPT TELE * PVTN * MC MD PI SF SI * SMON * YAD ADLT SNR * AH SP * VAPN * AOT,"213 West 35Th Street, New York, NY 10001","Cutlets, 213, West 35th Street, Garment District, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10001, United States",40.7520011,-73.9906484,360610109001004,36,061,010900,1004
Puerto Rican Family Institute,Manhattan Mental Health Clinic,145 West 15Th Street,5th Floor,New York,NY,10011,212-229-6905,212-229-6942 x1972,,,,MH SUMH * OP * OMH * CHLOR FLUPH HALOP PERPH THIOR ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * CBT CFT GT IPT TELE * PEON WI * PVTN * FG MC MD PI SF SI * SS * TRMA PTSD * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * COOT FPSY CM SPS,"145 West 15Th Street, New York, NY 10011","145, West 15th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10011, United States",40.7389115,-73.9979383,360610081003000,36,061,008100,3000
Ryan Health,Mental Health,801 Amsterdam Avenue,,New York,NY,10025,212-769-7200,,,,,MH SUMH * OP * OMH * ARIPI CLOZA LURAS OLANZ RISPE ANTPYCH * AT CBT CFT DBT GT IPT TELE AIM * PVTN * FQHC * MC MD PI PCF SF * PA SS * TAY SE TRMA SED SMI * STU * LABT * TCC * SMOP * CHLD YAD ADLT SNR * SP FX * F28 * VAPP * FPSY CM SPS ES,"801 Amsterdam Avenue, New York, NY 10025","Ryan Health Women & Children's, 801, Amsterdam Avenue, Bloomingdale, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",40.7958469,-73.9687558,360610185002000,36,061,018500,2000
Ryan Health,NENA,279 East 3Rd Street,,New York,NY,10009,212-769-7200 x7843,212-477-8500 x7843,,,,MH SUMH * OP * OMH * ARIPI CLOZA LURAS OLANZ RISPE ANTPYCH * AT CBT CFT DBT GT IPT TELE AIM * PVTN * FQHC * MC MD PI PCF SF * PA SS * TAY SE TRMA SED SMI * STU * LABT * TCC * SMOP * CHLD YAD ADLT SNR * SP FX * F28 * VAPP * FPSY CM SPS ES,"279 East 3Rd Street, New York, NY 10009","Ryan/NENA Comprehensive Heath Service Center, 279, East 3rd Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10009, United States",40.721615,-73.9800434,360610026011002,36,061,002601,1002
Saint Marks Place Institute for MH Inc,,57 Saint Marks Place,"1st, 2nd and 3rd Floors",New York,NY,10003,212-982-3470 x125,212-982-3470,,,,SA MH SUMH * OP * OMH * CHLOR HALOP LOXAP PROCH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT KIT TMS TELE * PVTN * MC MD PI SF SI * TAY SE GL VET CJ CO HV DV TRMA TBI PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F66 F70 * VAPN * AOT CDM COOT FPSY IMR IPC SPS,"57 Saint Marks Place, New York, NY 10003","57, Saint Marks Place, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States",40.7282762,-73.986409,360610038007000,36,061,003800,7000
Shiloh Consulting LLC,Outpatient Clinic,566 Fashion Avenue,Floor 4,New York,NY,10018,212-564-7631,,,,,SA MH SUMH * OP * OMH * FLUPH HALOP ARIPI CLOZA OLANZ PALIP NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * CLF MC MD PI SF SI SMHA * SS * SE GL VET CJ CO HV TRMA PEFP PTSD SMI * STU * SMOP * YAD ADLT SNR * SP * VAPP * COOT FPSY SPS,"566 Fashion Avenue, New York, NY 10018",,,,,,,,
Steven A Cohen Military Family Clinic,NYU Langone Health,- - -,,New York,NY,10016,855-698-4677,,,,,SA MH SUMH * OP * OMH * NRT NSC * CBT CRT CFT DBT GT IDD IPT TELE * PVTN * CLF PCF * TAY SE GL VET MF CO TRMA TBI PTSD * STU * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * FPSY SPS,"- - -, New York, NY 10016","City of New York, New York, United States",40.7127281,-74.0060152,360610031002008,36,061,003100,2008
University Settlement Society of NY,Victory Guild Consultation Center,184 Eldridge Street,,New York,NY,10002,212-453-4522,,,,,MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL CLOZA ILOPE OLANZF RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IPT TELE * PVTN * CLF CMHG MC MD OSF PI PCF SCJJ SEF SF SI SMHA SWFS * TAY SE GL VET CJ TRMA PTSD SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP FX * F17 F19 F28 F35 F36 F42 F66 F70 * VAPN * CDM COOT DEC FPSY CM SPS,"184 Eldridge Street, New York, NY 10002","University Settlement Society of New York, 184, Eldridge Street, Lower East Side, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States",40.7205383,-73.990564,360610018004000,36,061,001800,4000
VA NY Harbor Healthcare System,Manhattan Campus,423 East 23Rd Street,,New York,NY,10010,212-686-7500,,,,,SA MH SUMH * HI OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT ECT GT IDD IPT TELE AIM * CIT PEON WI * FED VAMC * MI PI SF VAF * SE GL VET ADM CO HV TBI ALZ PED * STU * MST LABT * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * ACT COOT DEC FPSY ICM LAD PRS SEMP SH CM IPC SPS ES,"423 East 23Rd Street, New York, NY 10010","Veteran Affairs New York Harbor Healthcare System, 423, East 23rd Street, Kips Bay, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10010, United States",40.7370702,-73.9768987,360610062001004,36,061,006200,1004
VNS Health,Manhattan Geriatric Outreach,148 West 125Th Street,3rd Floor,New York,NY,10027,212-609-1755,,212-609-7788,,,MH * OP * OMH * PVTN * CLF OSF * PA * SE * STU * SMOP * SNR * SP * VAPP * FPSY PRS ES,"148 West 125Th Street, New York, NY 10027","148, West 125th Street, Manhattan Community Board 10, Manhattan, New York County, City of New York, New York, 10027, United States",40.8084473,-73.947781,360610222002001,36,061,022200,2001
William A White Institute,,20 West 74Th Street,,New York,NY,10023,212-873-0725 x26,212-873-0725 x20,212-873-0726,,,MH * OP * OMH * CFT IPT * PVTN * SF * TAY SE GL HV TRMA PED SED * SMON * CHLD YAD ADLT SNR * VAPN * FPSY,"20 West 74Th Street, New York, NY 10023","20, West 74th Street, Lincoln Square, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",40.7778061,-73.9761835,360610157001000,36,061,015700,1000
