name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info,latitude,longitude,GEOID,STATE,COUNTY,TRACT,BLOCK
A Center for Hope and Change,,219 Washington Street,,Mansfield,LA,71052,318-673-9901,,,,,MH SUMH * OP * OMH * CBT CFT DBT GT IPT TELE * CIT PEOFF * PVTP * MHC * MD SF * PA SS * TAY SE GL CO TRMA PTSD SED SMI * PEER * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY ICM IMR PRS CM SPS,32.0239,-93.698,220319506002003,22,031,950600,2003
Caring Choices of Marksville,Central LA Human Service District,694 Government Street,,Marksville,LA,71351,318-253-9638,,,,,SA MH SUMH * OP * OMH * NRT ANTPYCH * CBT DBT IDD IPT TELE AIM * CIT PEOFF * STG * CLF CMHG CSBG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * TAY SE GL CJ CO HV TRMA PEFP PTSD SMI * STU * MST LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM DEC FPSY IMR LAD PRS VRS CM SPS ES,31.1396,-92.0831,220090304012013,22,009,030401,2013
Eleanor Health Metairie,,- - -,,Metairie,LA,70006,504-225-8768,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTP * MC MD MI PI PCF SF SI SMHA * STU * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY CM,30.0129,-90.1915,220510301003023,22,051,030100,3023
Solace Chateau,,2305 North Hullen Street,Suite 11,Metairie,LA,70001,504-656-4284,504-656-4284 x0,,,,MH * OP * OMH * CBT CRT CFT EMDR IPT TELE * CIT * PVTP * MHC * PI SF * SS * TAY SE GL VET ADM MF CJ DV TRMA TBI ALZ PTSD * SMON * CHLD YAD ADLT SNR * VAPN * DEC FPSY,29.9871,-90.1695,220510284002028,22,051,028400,2028
Minden Behavioral Health Clinic,,502 Nella Street,,Minden,LA,71055,318-371-3001,,,,,SA MH SUMH * OP * OMH * CHLOR HALOP THIOT ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT EMDR GT IDD IPT TELE AIM * STG * CMHG MC MD MI PI SF SI SMHA * PA SS * TAY CO TRMA PTSD SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT IPC SPS,32.6323,-93.2886,221190318001005,22,119,031800,1005
Center for Children and Families Inc,,622 Riverside Drive,,Monroe,LA,71201,318-398-0945,,,,,MH SUMH * OP * OMH * CBT CFT EMDR GT IPT TELE * CIT * PVTN * MD OSF PI PCF SCJJ SF * CJ TRMA PTSD SED * SMON * CHLD YAD * SP * VAPN * COOT FPSY PRS CM SPS ES,32.5286,-92.1061,220730017002015,22,073,001700,2015
Cognitive Development Centers,,4951 Central Avenue,,Monroe,LA,71203,318-340-1535,,318-340-1537,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MD * TAY SE CO PED PEFP SMI * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * FPSY PRS CM IPC SPS,32.553,-92.0422,220730004011001,22,073,000401,1001
Cypress Grove Behavioral Health,,414 Pine Street,,Monroe,LA,71201,318-699-8819,,,,,MH SUMH * OP * OMH * CBT GT IPT * PVTP * MC PI SI * SE VET CO TRMA PTSD * SMPD * YAD ADLT SNR * VAPN * ACT CM IPC SPS,32.5286,-92.1061,220730017002015,22,073,001700,2015
NE Delta Human Servs Authority,(NEDHSA)/Monroe Behavioral Health Ctr,4800 South Grand Street,,Monroe,LA,71202,318-362-3339,,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT GT IDD IPT TELE AIM * STG * CMHG MC MD MI PI SF SI * PA SS * TAY SE GL VET ADM MF CO HV TRMA ALZ PED PTSD SED SMI * STU * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY CM IPC SPS ES,32.3868,-92.0722,220730106042006,22,073,010604,2006
Ochsner LSU Health Monroe,,4864 Jackson Street,,Monroe,LA,71202,318-330-7000 x7507,318-330-7000,,,,SA MH SUMH * HI * IPSY * CHLOR DROPE FLUPH HALOP THIOT ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IPT TELE AIM * PEON WI * PVTN * MC MD MI OSF PI SF SI VAF * SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC LAD CM SPS,32.3868,-92.0722,220730106042006,22,073,010604,2006
People United Behavioral Health,,2101 Tower Drive,Suite B,Monroe,LA,71201,318-323-1300 x106,,,,,SA MH SUMH * OP PHDT * CMHC * HALOP CARIP CLOZA LURAS OLANZ OLANZF RISPE NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MHC * MC MD SF * TAY SE GL VET CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * HS * TCC * SMPD * CHLD YAD ADLT SNR * VAPN * ACT CDM COOT DEC FPSY ICM IMR PRS SEMP SH TPC VRS CM IPC SPS ES,32.5286,-92.1061,220730017002015,22,073,001700,2015
Rehab Services of NE LA LLC,,4306 South Grand Street,,Monroe,LA,71202,318-324-5441,,,,,MH SUMH * OP * OMH * ANTPYCH * CBT DBT IPT TELE * CIT * PVTP * MD * TAY SE GL VET ADM MF DV TRMA PEFP PTSD SED SMI * STU * SMPD * CHLD YAD ADLT SNR * VAPP * FPSY PRS SPS,32.3868,-92.0722,220730106042006,22,073,010604,2006
River City Professional Csl Servs LLC,,1210 Stubbs Avenue,,Monroe,LA,71201,318-325-8748,,318-325-8782,,,SA MH SUMH * OP * OMH * FLUPH ARIPI CLOZA OLANZF RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PVTP * MHC * MC MD MI PI SF * CO * STU * PEER * SMPD * CHLD YAD ADLT SNR * VAPN * COOT FPSY PRS,32.5286,-92.1061,220730017002015,22,073,001700,2015
Saint Mary Behavioral Health Center,,500 Roderick Street,Suite B,Morgan City,LA,70380,985-380-2460,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * PEON WI * LCCG * CMHG MC MD PI SF SI * PA SS * CO TRMA PEFP SED SMI * STU * HIVT TBS MST HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * CDM COOT DEC FPSY IMR CM IPC SPS ES,29.6977,-91.2654,221010406001040,22,101,040600,1040
Natchitoches Regional Medical Center,Insights Behavioral Hospital,501 Keyser Avenue,,Natchitoches,LA,71457,318-214-4380,318-214-4200,,,,MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP PROCH THIOT THIOR ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * MC MD PI SF SI * SE GL VET CJ CO HV DV TRMA TBI ALZ PEFP PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY LAD CM IPC SPS ES,31.7617,-93.0916,220690007003004,22,069,000700,3004
North Louisiana Human Services,District,210 Medical Drive,,Natchitoches,LA,71457,318-357-3122,,,,,SA MH SUMH * OP * CMHC * DROPE FLUPH HALOP THIOR RISPE NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEOFF WI * STG * FQHC * CMHG CSBG MC MD OSF PI SF SI SMHA * PA * TAY SE CO HV PTSD SED SMI * STU * HIVT STDT TBS HBT HCT LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT IPC SPS ES,31.7617,-93.0916,220690007003004,22,069,000700,3004
New Iberia,Behavioral Health Clinic,611 West Admiral Doyle Drive,,New Iberia,LA,70560,337-373-0002,,,,,SA MH SUMH * OP * CMHC * LOXAP ARIPI CLOZA OLANZ OLANZF QUETI RISPE ANTPYCH * CBT CFT EMDR IPT TELE * CIT WI * STG * CMHG CSBG ITU MC MD MI OSF PI SF SI SMHA SWFS * PA SS * SED SMI * STU * STDT TBS HBT HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * AOT COOT LAD SPS,30.001,-91.82,220450310008008,22,045,031000,8008
Beacon Behavioral Hospital,New Orleans,14500 Hayne Boulevard,Suite 200,New Orleans,LA,70128,833-891-6080,,,,,SA MH SUMH * HI * PSY * CHLOR HALOP LOXAP THIOT THIOR TRIFL RISPE NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT * CIT PEON * PVTP * ITU MC MD PI SF VAF * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT FPSY CM SPS ES,30.0487,-89.9585,220710017402009,22,071,001740,2009
Center for Hope Children and Family,,5630 Crowder Boulevard,Suite 208,New Orleans,LA,70127,504-241-6006 x105,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE AIM * CIT WI * PVTP * MHC * MD SF * PA SS * TAY SE GL CJ CO TRMA ALZ PED PTSD SED SMI * MST * SMOP * CHLD YAD ADLT SNR * VAPN * COOT DEC FPSY PRS CM SPS ES,30.0313,-89.9758,220710017361000,22,071,001736,1000
Childrens Hospital New Orleans,Behavioral Health Hospital,210 State Street,Building 10,New Orleans,LA,70118,504-896-7200,855-246-6521,,,,MH * HI OP * IPSY * CHLOR HALOP LOXAP PROCH CLOZA OLANZ QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IPT TELE AIM * PEON WI * PVTN * MC MD PI SCJJ SF SI SMHA SWFS * TRMA PED SED * STU * MST LABT * TCC * SMON * CHLD * AH * VAPN * DEC SH CM IPC,29.9504,-90.1236,220710127001006,22,071,012700,1006
Metropolitan Human Services District,Algiers Behavioral Health Center,3100 General DeGaulle Drive,Suites A and B,New Orleans,LA,70114,504-568-3130,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEOFF WI * STG * CMHG CSBG FG MC MD OSF SI SMHA * PA * TAY GL CO TRMA PTSD SED SMI * STU * HIVT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY LAD CM IPC SPS,29.9379,-90.0331,220710006022014,22,071,000602,2014
Metropolitan Human Services District,Central City Behav Hlth Ctr,2221 Philip Street,,New Orleans,LA,70113,504-568-3130,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT GT IDD IPT TELE AIM * CIT PEOFF WI * STG * CMHG CSBG FG MC MD OSF SI SMHA * PA * CO TRMA PTSD SMI * STU * HIVT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT FPSY LAD CM IPC SPS,29.9405,-90.0848,220710085001004,22,071,008500,1004
Metropolitan Human Services District,Chartres Pontchartrain BH Center,719 Elysian Fields Avenue,,New Orleans,LA,70117,504-568-3130,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEOFF WI * STG * CMHG CSBG FG MC MD OSF SI SMHA * PA * TAY GL CO TRMA PTSD SED * STU * HIVT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD YAD * AH * VAPN * COOT FPSY LAD CM IPC SPS,29.9703,-90.0312,220710013021000,22,071,001302,1000
Metropolitan Human Services District,New Orleans East Behavioral Health Ctr,5630 Read Boulevard,2nd Floor,New Orleans,LA,70127,504-568-3130,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEOFF WI * STG * CMHG CSBG FG MC MD OSF SI SMHA * PA * TAY SE GL CO TRMA PTSD SED SMI * STU * HIVT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY LAD CM IPC SPS,30.0313,-89.9758,220710017361000,22,071,001736,1000
NAMI New Orleans,National Alliance on Mental Illness,1538 Louisiana Avenue,,New Orleans,LA,70115,504-896-2345,,,,,MH SUMH * OP * OMH * FLUPH HALOP ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT DBT GT IDD IPT AIM * CIT PEON * PVTN * CMHG MC MD SMHA * PA * SMI * HS PEER * SMPD * YAD ADLT SNR * VPPD * FPSY ICM IMR PRS SH CM ES,29.9289,-90.1005,220710101002007,22,071,010100,2007
Ochsner Addictive Behavior Unit,,1514 Jefferson Highway,"Brent House, 4th Floor",New Orleans,LA,70121,504-842-3999 x2,504-842-3999 x0,,,,SA MH SUMH * OP PHDT * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CRT CFT DBT ECT EMDR GT IDD IPT TMS TELE * PEON PEOFF * PVTN * FQHC * MC PI SF * SMON * YAD ADLT SNR * AH * VAPN * CM,29.9614,-90.1577,220510245001000,22,051,024500,1000
Southeast Louisiana VA HCS,New Orleans VA Outpatient Clinic,2400 Canal Street,,New Orleans,LA,70118,504-507-2000 x66010,800-935-8387,504-507-2000 x65220,,,SA MH SUMH * HI OP PHDT * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT ECT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * FED VAMC * VAF * SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F25 F28 F30 F42 F43 F70 * VAPN * ACT AOT CDM COOT DEC FPSY ICM IMR LAD PRS SEMP SH VRS CM IPC SPS ES,29.9504,-90.1236,220710127001006,22,071,012700,1006
Imperial Calcasieu Human Services,Authority Allen Parish,402 Industrial Drive,,Oberlin,LA,70655,337-639-3001,,,,,SA MH SUMH * OP * OMH * HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT * STG * CMHG ITU MC MD MI PI SF SI SMHA * SS * STU * TBS MST * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT DEC CM SPS,30.6162,-92.7527,220039504001030,22,003,950400,1030
Hardtner Medical Center,Life Phases Unit,1102 North Pine Road,,Olla,LA,71465,318-495-5302 x207,318-495-5302,318-495-3131 x318,,,SA MH SUMH * HI OP * IPSY * CHLOR FLUPH HALOP PROCH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * MC MD MI PI SF SI VAF * SE CO HV TRMA TBI ALZ PED PEFP PTSD * STU * MST LABT * TCC * SMPD * ADLT SNR * AH * VPPD * CDM FPSY ICM PRS CM IPC SPS ES,31.8734,-92.2214,220599701003057,22,059,970100,3057
Opelousas Behavioral Health Clinic,,220 South Market Street,,Opelousas,LA,70570,337-948-0226,,,,,SA MH SUMH * OP * CMHC * FLUPH HALOP LOXAP PERPH THIOR ARIPI ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT IDD IPT TELE AIM * CIT * LCCG * CMHG MC MD OSF PI SF SI * PA * TAY SE CO TRMA PTSD SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * CDM FPSY CM SPS ES,30.5144,-92.0897,220979615021001,22,097,961502,1001
Path Behavioral Healthcare,,1211 West Vine Street,Suite C,Opelousas,LA,70570,337-232-9457,,,,,MH SUMH * OP * OMH * IDD IPT TELE * CIT PEOFF * PVTP * FQHC * MD SF * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PED PEFP PTSD SED SMI * SMON * CHLD YAD ADLT SNR * VAPN * COOT PRS CM,30.5144,-92.0897,220979615021001,22,097,961502,1001
Lafourche Behavioral Health,,157 Twin Oaks Drive,,Raceland,LA,70394,985-537-6823,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * PEON WI * LCCG * CMHG MC MD PI SF SI * PA SS * CO TRMA PEFP SED SMI * STU * HIVT TBS MST HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR CM IPC SPS ES,29.7178,-90.5999,220570218004001,22,057,021800,4001
Ochsner Saint Anne General Hospital,Behavioral Health,4608 Highway 1,,Raceland,LA,70394,985-537-6841,985-537-8292,,,,SA MH SUMH * HI * IPSY * CHLOR HALOP PROCH ARIPI CLOZA OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT TELE AIM * PEON WI * PVTN * MC MD MI PI SF SI * GL VET ADM MF CO HV DV TRMA PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT * AH * VAPN * CDM COOT DEC FPSY ICM IMR CM IPC SPS ES,29.7178,-90.5999,220570218004001,22,057,021800,4001
Compass Health,Compass Behavioral Center of Crowley,2021 Crowley Rayne Highway,,Rayne,LA,70578,337-514-7000,,,,,MH SUMH * HI * PSY * HALOP PERPH ARIPI OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IPT * PVTP * MC MD PI SF * SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD * STU * MST LABT * TCC * SMPD * ADLT SNR * AH * VPPD,30.2349,-92.2685,220019606023004,22,001,960602,3004
Center for Children and Families Inc,,114 Morgan Street,,Rayville,LA,71269,318-728-2000,,,,,MH SUMH * OP * OMH * CBT CFT GT IPT TELE * CIT * PVTN * MD OSF PI SCJJ SF * CJ TRMA PTSD SED * SMON * CHLD YAD * VAPN * COOT FPSY PRS CM SPS ES,32.4456,-91.7433,220839703001004,22,083,970300,1004
Intuitive Solutions Csl and Recov LLC,,330 East Vaughn Avenue,,Ruston,LA,71270,318-533-2660,318-224-7135,,,,SA MH * OP * OMH * CBT CFT DBT EMDR GT IDD IPT TELE * PVTP * MHC * MD MI PI SF * SS * CJ CO DV TRMA PTSD * STU * TCC * SMOP * CHLD YAD ADLT SNR * VAPP * COOT FPSY SPS,32.5308,-92.6439,220619604012038,22,061,960401,2038
Rehab Services of NE LA LLC,Ruston,305 East Mississippi Avenue,Suite 1,Ruston,LA,71270,318-202-3706,,,,,MH SUMH * OP * CBHC * ARIPI CLOZA OLANZ OLANZF QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CFT DBT GT IPT TELE AIM * CIT PEOFF * PVTP * MD * TAY SE GL CJ CO DV TRMA TBI PEFP PTSD SED SMI * STU * MST LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * COOT FPSY ICM PRS VRS CM IPC SPS ES,32.5308,-92.6439,220619604012038,22,061,960401,2038
Ruston Behavioral Health Clinic,,901 White Street,,Ruston,LA,71270,318-251-4125,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOR TRIFL ARIPI CLOZA LURAS PALIP RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * STG * FQHC * CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * PA SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PED PEFP PTSD SED SMI * STU * HIVT STDT TBS MST LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY IMR SEMP CM IPC SPS ES,32.5308,-92.6439,220619604012038,22,061,960401,2038
Serenity Springs Specialty Hospital,,1495 Frazier Road,,Ruston,LA,71270,318-329-3933,318-202-3860,,,,MH * HI * PSY * HALOP RISPE ANTPYCH * AT GT IPT TELE * PVTP * MC MD MI PI SF SI VAF * SE SMI * LABT * SMPD * YAD ADLT SNR * VAPN * PRS,32.5308,-92.6439,220619604012038,22,061,960401,2038
A Center for Hope and Change,,543 Stoner Avenue,,Shreveport,LA,71101,318-673-9901,,,,,MH SUMH * OP * OMH * CBT CFT DBT GT IPT TELE * CIT PEOFF * PVTP * MHC * MD SF * PA SS * TAY SE GL CO TRMA PTSD SED SMI * PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY ICM IMR PRS CM SPS,32.5037,-93.7487,220170253001077,22,017,025300,1077
Brentwood Hospital,,1006 Highland Avenue,,Shreveport,LA,71101,318-678-7500,877-678-7500 x7532,318-678-7500 x7552,,,SA MH SUMH * HI OP PHDT * PSY * NRT NSC ANTPYCH * AT CBT CFT DBT ECT GT IDD IPT TELE AIM * CIT PEON WI * PVTP * MC MD MI PI SCJJ SF SI SMHA SWFS VAF * TAY SE GL VET ADM MF CO HV TRMA ALZ PTSD SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM DEC FPSY IMR PRS CM IPC SPS ES,32.5037,-93.7487,220170253001077,22,017,025300,1077
Center for Children and Families Inc,,3004 Knight Street,Suite 149,Shreveport,LA,71105,318-227-8390,,,,,MH SUMH * OP * OMH * CBT CFT GT IPT TELE * CIT * PVTN * MD OSF PI SCJJ SF * CJ TRMA PTSD SED * SMON * CHLD YAD * VAPN * COOT FPSY PRS CM SPS ES,32.4589,-93.7143,220170228001006,22,017,022800,1006
Louisiana Behavioral Health Services,Phoenix Family Life Centers,800 Spring Street,Suite 205,Shreveport,LA,71101,318-670-3170,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * COOT FPSY ICM PRS CM IPC SPS,32.5037,-93.7487,220170253001077,22,017,025300,1077
Shreveport Behavioral Health Clinic,,1310 North Hearne Avenue,,Shreveport,LA,71107,318-676-5111,,,,,SA MH SUMH * OP * OMH * HALOP ARIPI LURAS OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * CBT DBT EMDR IDD IPT TELE AIM * CIT PEON * STG * CMHG MC MD MI PI SF SMHA * PA SS * CO SED SMI * STU * TBS MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY PRS CM SPS ES,32.6016,-93.8738,220170254053008,22,017,025405,3008
Southeast Louisiana VA HCS,Slidell VA Clinic,60491 Doss Drive,,Slidell,LA,70460,985-690-2638,985-690-2626,,,,SA MH SUMH * OP * VAHC * CBT GT IDD IPT TELE * PEON WI * FED VAMC * VAF * TAY GL VET CO TBI ALZ SMI * HS * SMPD * YAD ADLT SNR * VAPN * CDM DEC SPS ES,30.2916,-89.8129,221030411051039,22,103,041105,1039
Springhill Medical Center,,2001 Doctors Drive,,Springhill,LA,71075,318-539-1025,,,,,MH * HI * IPSY * HALOP ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IPT TELE * CIT PEON * PVTN * MC MD PI SF * SE VET HV TBI ALZ PTSD * STU * TCC * SMPD * ADLT SNR * AH * VPPD * DEC FPSY CM IPC SPS,33.0005,-93.4596,221190313003013,22,119,031300,3013
Imperial Calcasieu Human Services,Authority Sulphur,2651 East Napoleon Street,,Sulphur,LA,70663,337-475-3500,,,,,SA MH SUMH * OP * OMH * HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT * STG * CMHG MC MD PI SF SI SMHA * SS * CO * STU * TBS MST * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT DEC CM SPS,30.219,-93.3639,220190030004003,22,019,003000,4003
Cognitive Development Centers,,1705 Felicia Avenue,,Tallulah,LA,71282,318-574-1232,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MD * TAY SE CO PED PEFP SMI * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * FPSY PRS CM IPC SPS,32.4326,-91.0645,220659601001020,22,065,960100,1020
Preventive Measures Programs Inc,,805 North Beech Street,,Tallulah,LA,71282,318-600-4225,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTP * MD PI SF SI * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA ALZ PED PTSD SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * VAPN * COOT DEC FPSY SPS ES,32.4326,-91.0645,220659601001020,22,065,960100,1020
Tallulah Behavioral Health Clinic,,1012 Johnson Street,,Tallulah,LA,71282,318-574-1713,,,,,MH SUMH * OP * OMH * FLUPH HALOP PERPH ARIPI CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT IPT TELE AIM * STG * CMHG CSBG ITU MC MD MI PI SF SI VAF * TAY SE GL VET ADM MF CJ HV TRMA PED PTSD SMI * STU * MST LABT * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * FPSY PRS CM IPC SPS ES,32.4326,-91.0645,220659601001020,22,065,960100,1020
