"GEOID.x","NAME","populationE","populationM","med_incE","med_incM","whiteE","whiteM","blackE","blackM","nativeE","nativeM","asianE","asianM","total_raceE","total_raceM","poverty_totalE","poverty_totalM","poverty_belowE","poverty_belowM","white_pct","black_pct","native_pct","asian_pct","poverty_rate_pct","ZIP","name1","name2","street1","street2","city","state","phone","intake1","intake2","intake1a","intake2a","service_code_info","full_address","location","latitude","longitude","GEOID.y","STATE","COUNTY","TRACT","BLOCK","GEOID_truncated"
"10453","ZCTA5 10453",80385,3125,34800,4035,9782,1662,26072,1973,1214,711,1265,524,80385,3125,79584,3051,27796,2469,12.1689369907321,32.4339117994651,1.51023200845929,1.57367668097282,34.926618415762,"10453","Morris Heights Health Center","Walton Avenue","25 East 183Rd Street",NA,"Bronx","NY","718-839-8900 x3333",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR FLUPH HALOP THIOR TRIFL CLOZA OLANZ OLANZF QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT WI * PVTN * FQHC * CLF CMHG MC MD OSF PI SF SI * PA SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * CDM FPSY SPS","25 East 183Rd Street, Bronx, NY 10453","25, East 183rd Street, Fordham, The Bronx, Bronx County, City of New York, New York, 10468, United States",40.8586746,-73.9029225,"360050239004000",36,"005","023900",4000,"36005023900"
"10453","ZCTA5 10453",80385,3125,34800,4035,9782,1662,26072,1973,1214,711,1265,524,80385,3125,79584,3051,27796,2469,12.1689369907321,32.4339117994651,1.51023200845929,1.57367668097282,34.926618415762,"10453","Postgraduate Center for MH Inc","PROS","1775 Grand Concourse Street","8th Floor","Bronx","NY","212-560-6700 x402",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PROCH THIOT ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE NSC ANTPYCH * CBT CFT GT IDD IPT TELE * PVTN * MHC * CLF MC MD PI SF SI SMHA * SS * SE CO SMI * STU * LABT * PEER * SMON * YAD ADLT SNR * AH SP * VAPN * AOT COOT FPSY PRS SEMP VRS CM IPC SPS","1775 Grand Concourse Street, Bronx, NY 10453",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10455","ZCTA5 10455",44380,2803,35813,3294,5102,976,13232,1491,543,343,708,362,44380,2803,44157,2802,12816,1789,11.4961694456963,29.8152320865255,1.22352410995944,1.59531320414601,29.0237108499219,"10455","Jewish Child Care Association",NA,"425 Westchester Avenue",NA,"Bronx","NY","718-742-8550",NA,NA,NA,NA,"MH * OP * OMH * ANTPYCH * CBT CFT DBT GT IPT TELE * PEOFF * PVTN * CLF MD OSF PI SF SMHA SWFS * TAY GL TRMA PTSD SED * STU * MST LABT * PEER * SMON * CHLD YAD * AH SP * VAPN * ACT COOT FPSY PRS SEMP TPC VRS CM","425 Westchester Avenue, Bronx, NY 10455","425, Westchester Avenue, The Bronx, Bronx County, City of New York, New York, 10455, United States",40.8165318,-73.9160072,"360050071002009",36,"005","007100",2009,"36005007100"
"10456","ZCTA5 10456",88575,4052,33317,2916,11426,1973,41499,2649,1243,551,627,286,88575,4052,87319,4059,31579,3257,12.8998024273215,46.8518204911092,1.4033305108665,0.707874682472481,36.1650957981653,"10456","Bronx Care Health System","Inpatient Psychiatric Unit","1265 Franklin Avenue",NA,"Bronx","NY","718-901-8872",NA,NA,NA,NA,"SA MH SUMH * HI * IPSY * CHLOR DROPE FLUPH HALOP PERPH THIOT TRIFL CLOZA OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG MC MD OSF PI SF SI SMHA SWFS * PA SS * TAY SE SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F19 F25 F28 F31 F35 F36 F70 F81 F92 * VAPN * COOT FPSY LAD SPS","1265 Franklin Avenue, Bronx, NY 10456","Doctor Martin Luther King, Junior Health Center, 1265, Franklin Avenue, Morrisania, The Bronx, City of New York, New York, 10456, United States",40.831306,-73.9028319,"360050149003002",36,"005","014900",3002,"36005014900"
"10456","ZCTA5 10456",88575,4052,33317,2916,11426,1973,41499,2649,1243,551,627,286,88575,4052,87319,4059,31579,3257,12.8998024273215,46.8518204911092,1.4033305108665,0.707874682472481,36.1650957981653,"10456","Bronx Care Hospital","Outpatient 2","1265 Franklin Avenue",NA,"Bronx","NY","718-579-7361","718-579-7385","718-579-7395",NA,NA,"SA MH SUMH * OP * OMH * FLUPH HALOP CLOZA OLANZ OLANZF RISPE NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PEON * PVTN * FQHC * MC MD PI SF SI * PA SS * SE GL CO TRMA PTSD SMI * STU * TCC * SMON * YAD ADLT SNR * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 N40 * VAPN * AOT FPSY SPS","1265 Franklin Avenue, Bronx, NY 10456","Doctor Martin Luther King, Junior Health Center, 1265, Franklin Avenue, Morrisania, The Bronx, City of New York, New York, 10456, United States",40.831306,-73.9028319,"360050149003002",36,"005","014900",3002,"36005014900"
"10456","ZCTA5 10456",88575,4052,33317,2916,11426,1973,41499,2649,1243,551,627,286,88575,4052,87319,4059,31579,3257,12.8998024273215,46.8518204911092,1.4033305108665,0.707874682472481,36.1650957981653,"10456","Bronx/Lebanon Hospital Center","Adult Outpatient Clinic","1276 Fulton Avenue",NA,"Bronx","NY","718-901-8440","718-579-7395","718-579-7385",NA,NA,"SA MH SUMH * OP * OMH * FLUPH HALOP CLOZA OLANZ OLANZF RISPE NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PEON * PVTN * FQHC * MC MD PI SF SI * PA SS * SE GL CO TRMA SMI * STU * TCC * SMON * YAD ADLT SNR * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 N40 * VAPN * AOT FPSY SPS","1276 Fulton Avenue, Bronx, NY 10456","Bronx-Lebanon Hospital Center Fulton Division, 1276, Fulton Avenue, Morrisania, The Bronx, City of New York, New York, 10456, United States",40.8314156,-73.9031729,"360050149003002",36,"005","014900",3002,"36005014900"
"10457","ZCTA5 10457",79817,3759,41145,5310,11647,1769,34138,2497,876,465,378,205,79817,3759,78779,3667,27317,2501,14.5921294962226,42.770337146222,1.09751055539547,0.473583321848729,34.675484583455,"10457","Astor Servs for Children and Families","Astor Day Treatment Program","516 East Tremont Avenue",NA,"Bronx","NY","347-978-2450","929-285-3917 x1096",NA,NA,NA,"MH SUMH * PHDT * PH * CHLOR HALOP PERPH ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON * PVTN * MD PI SEF * TRMA SED * STU * TCC * SMON * CHLD * SP * VAPN * FPSY CM SPS ES","516 East Tremont Avenue, Bronx, NY 10457","516, East Tremont Avenue, East Tremont, The Bronx, Bronx County, City of New York, New York, 10457, United States",40.8467004,-73.8968222,"360050395004001",36,"005","039500",4001,"36005039500"
"10457","ZCTA5 10457",79817,3759,41145,5310,11647,1769,34138,2497,876,465,378,205,79817,3759,78779,3667,27317,2501,14.5921294962226,42.770337146222,1.09751055539547,0.473583321848729,34.675484583455,"10457","BronxCare Health System","Childrens Services","1276 Fulton Avenue",NA,"Bronx","NY","718-901-6888","718-579-7385","718-579-7395",NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP CLOZA OLANZ OLANZF NRT ANTPYCH * AT CBT CFT GT IPT TELE * PEON * PVTN * FQHC * MD PI SF SI SWFS * PA SS * GL CO HV TRMA PTSD SED * STU * SMON * CHLD * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 N40 * VAPN * FPSY SPS","1276 Fulton Avenue, Bronx, NY 10457","Bronx-Lebanon Hospital Center Fulton Division, 1276, Fulton Avenue, Morrisania, The Bronx, City of New York, New York, 10456, United States",40.8314156,-73.9031729,"360050149003002",36,"005","014900",3002,"36005014900"
"10457","ZCTA5 10457",79817,3759,41145,5310,11647,1769,34138,2497,876,465,378,205,79817,3759,78779,3667,27317,2501,14.5921294962226,42.770337146222,1.09751055539547,0.473583321848729,34.675484583455,"10457","Graham Windham","Mental Health and Wellness Center","1946 Webster Avenue","1st Floor","Bronx","NY","212-368-4100",NA,NA,NA,NA,"MH * OP * OMH * CBT CFT GT IPT TELE * PVTN * MD * TAY TRMA PTSD SED * SMOP * CHLD YAD * SP * VAPP * FPSY TPC","1946 Webster Avenue, Bronx, NY 10457","1946, Webster Avenue, Tremont, The Bronx, Bronx County, City of New York, New York, 10457, United States",40.8489651,-73.9000184,"360050379002004",36,"005","037900",2004,"36005037900"
"10457","ZCTA5 10457",79817,3759,41145,5310,11647,1769,34138,2497,876,465,378,205,79817,3759,78779,3667,27317,2501,14.5921294962226,42.770337146222,1.09751055539547,0.473583321848729,34.675484583455,"10457","Vida Guidance Center A Division of UHP",NA,"4419 3Rd Avenue",NA,"Bronx","NY","718-364-7700 x3","718-364-7700",NA,NA,NA,"MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * STG * FQHC * MC MD SF SI SWFS * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA PTSD SED SMI * STU * LABT * TCC * SMOP * CHLD YAD ADLT SNR * SP * VAPP * FPSY CM SPS","4419 3Rd Avenue, Bronx, NY 10457","3rd Avenue, The Bronx, Bronx County, City of New York, New York, 10451, United States",40.8160695,-73.9176365,"360050065004003",36,"005","006500",4003,"36005006500"
"10458","ZCTA5 10458",82678,3681,41550,2405,9276,1033,15287,1831,1053,701,2760,642,82678,3681,79391,3671,23392,2421,11.2194295943298,18.4898038172186,1.2736157139747,3.33825201383681,29.4642969606127,"10458","Jewish Board","Community Mental Health Center","2488 Grand Concourse","Suite 2000","Bronx","NY","718-881-7600 x51438","844-663-2255",NA,NA,NA,"MH SUMH * OP * CMHC * ANTPYCH * CBT CFT DBT GT IPT TELE * CIT * PVTN * CMHG CSBG MC MD PI SF SI * CO * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * COOT CM SPS","2488 Grand Concourse, Bronx, NY 10458","Heart to Heart Home Care, 2488, Grand Concourse, Fordham, The Bronx, Bronx County, City of New York, New York, 10458, United States",40.8620801,-73.8969289,"360050237021000",36,"005","023702",1000,"36005023702"
"10459","ZCTA5 10459",51964,3001,41270,3387,5605,1120,17702,2205,327,226,154,116,51964,3001,51421,2984,15759,1852,10.7863136017243,34.0658917712262,0.629281810484181,0.296359017781541,30.6470119211995,"10459","BASICS Esperanza PROS",NA,"915 Westchester Avenue","1st Floor","Bronx","NY","646-224-9300 x6302","646-224-9300 x6311",NA,NA,NA,"SA MH SUMH * OP * OMH * FLUPH HALOP ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * MC MD SI * SS * SE GL VET CO TRMA PED PTSD SMI * STU * HS PEER * TCC * SMON * YAD ADLT SNR * SP * VAPN * COOT DEC FPSY IMR PRS SEMP SH VRS CM SPS ES","915 Westchester Avenue, Bronx, NY 10459","915, Westchester Avenue, The Bronx, Bronx County, City of New York, New York, 10459, United States",40.8216148,-73.8983758,"360050129011006",36,"005","012901",1006,"36005012901"
"10459","ZCTA5 10459",51964,3001,41270,3387,5605,1120,17702,2205,327,226,154,116,51964,3001,51421,2984,15759,1852,10.7863136017243,34.0658917712262,0.629281810484181,0.296359017781541,30.6470119211995,"10459","Puerto Rican Family Institute Inc","Bronx Mental Health Clinic","1420 Stebbins Avenue",NA,"Bronx","NY","718-299-3045 x3226","718-299-3045 x3221","718-299-3045 x3227",NA,NA,"MH * OP * OMH * CBT CFT DBT GT IPT TELE * PVTN * MC MD PI SF SI * SS * TAY SE GL CJ TRMA PTSD * STU * PEER * SMON * CHLD YAD ADLT SNR * SP * VAPN * FPSY SPS","1420 Stebbins Avenue, Bronx, NY 10459","1420, Stebbins Avenue, Charlotte Gardens, The Bronx, Bronx County, City of New York, New York, 10459, United States",40.8336491,-73.8941439,"360050153001005",36,"005","015300",1005,"36005015300"
"10460","ZCTA5 10460",59852,2741,33080,3535,8055,1326,20942,1981,623,325,962,385,59852,2741,59328,2765,21301,2108,13.4581968856513,34.9896411147497,1.04090088885919,1.60729800173762,35.9037891046386,"10460","Childrens Aid Society","Bronx Health Services","910 East 172Nd Street","3rd Floor","Bronx","NY","347-767-2200",NA,"347-767-2212",NA,NA,"MH * OP * OMH * CBT IPT TELE * PVTN * MD SF SI SWFS * SS * TAY GL TRMA PTSD SED * STU * SMON * CHLD YAD * AH SP * VAPP * FPSY IPC SPS","910 East 172Nd Street, Bronx, NY 10460","910, East 172nd Street, Charlotte Gardens, The Bronx, Bronx County, City of New York, New York, 10460, United States",40.834067,-73.890111,"360050155002005",36,"005","015500",2005,"36005015500"
"10460","ZCTA5 10460",59852,2741,33080,3535,8055,1326,20942,1981,623,325,962,385,59852,2741,59328,2765,21301,2108,13.4581968856513,34.9896411147497,1.04090088885919,1.60729800173762,35.9037891046386,"10460","Nao Medical",NA,"932 East 174Th Street",NA,"Bronx","NY","917-970-2493",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT IDD IPT KIT TELE * PEOFF * PVTP * MC MD PI SF SI * TAY SE GL VET ADM MF CO HV DV TRMA ALZ PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * CHLD YAD ADLT SNR * SP FX * F36 * VAPN * AOT CDM DEC IMR IPC","932 East 174Th Street, Bronx, NY 10460","932, East 174th Street, Charlotte Gardens, The Bronx, Bronx County, City of New York, New York, 10460, United States",40.8369062,-73.8872552,"360050161004001",36,"005","016100",4001,"36005016100"
"10461","ZCTA5 10461",50868,2160,64444,5712,21074,1615,5029,1052,487,332,6646,958,50868,2160,49694,2133,8334,1429,41.4287960997091,9.88637257214752,0.957379885193049,13.0651883305811,16.77063629412,"10461","New York City Childrens Center","Bronx Inpatient","1300 Waters Place","State Psychiatric Center","Bronx","NY","718-264-4500","718-264-4934",NA,NA,NA,"SA MH SUMH * HI * PSY * NRT NSC ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT AIM * STG * MD PI SI SMHA * CO TRMA PTSD SED * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD * AH SP * VAPN * AOT COOT DEC FPSY ICM PRS VRS CM IPC SPS ES","1300 Waters Place, Bronx, NY 10461","1300, Waters Place, Middletown, The Bronx, Bronx County, City of New York, New York, 10461, United States",40.8463667,-73.8389731,"360050284001003",36,"005","028400",1003,"36005028400"
"10466","ZCTA5 10466",72273,3432,60892,6496,6019,1217,46408,3038,346,225,1872,785,72273,3432,71475,3430,14178,1967,8.3281446736679,64.2120847342714,0.47874033179749,2.59017890498526,19.8363064008395,"10466","Astor Servs for Children and Families","Lawrence F Hickey Center","4010 Dyre Avenue",NA,"Bronx","NY","845-515-3000","718-515-3000",NA,NA,NA,"MH * PHDT * PH * ANTPYCH * CBT CFT GT IPT TELE * CIT PEON * PVTN * MD SEF * TRMA SED * SMON * CHLD * VAPN * FPSY CM SPS ES","4010 Dyre Avenue, Bronx, NY 10466","Public School 15, 4010, Dyre Avenue, Parkside, The Bronx, Bronx County, City of New York, Westchester County, New York, 10466, United States",40.8909457,-73.83073,"360050456002002",36,"005","045600",2002,"36005045600"
"10467","ZCTA5 10467",98713,3929,46228,2151,18732,1832,31581,2045,1062,478,6256,911,98713,3929,97118,3898,24719,2679,18.9762240029175,31.9927466493775,1.07584613981948,6.3375644545298,25.4525422681686,"10467","Astor Servs for Children and Families","Tilden Clinic","750 Tilden Street",NA,"Bronx","NY","718-231-3400",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT * PVTN * CLF MD OSF PI SF SI SMHA SWFS * CO TRMA PTSD SED * STU * TCC * SMON * CHLD YAD ADLT * SP * VAPN * COOT FPSY CM SPS","750 Tilden Street, Bronx, NY 10467","750, Tilden Street, Williams Bridge, The Bronx, Bronx County, City of New York, New York, 10467, United States",40.8766804,-73.8627713,"360050380004006",36,"005","038000",4006,"36005038000"
"10467","ZCTA5 10467",98713,3929,46228,2151,18732,1832,31581,2045,1062,478,6256,911,98713,3929,97118,3898,24719,2679,18.9762240029175,31.9927466493775,1.07584613981948,6.3375644545298,25.4525422681686,"10467","Bronx Psychiatric Center","BPC White Plains Road Clinic/ACT Prog","3050 White Plains Road",NA,"Bronx","NY","929-348-4492",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR CLOZA OLANZ RISPE NRT NSC ANTPYCH * AT CBT GT IPT * PEON PEOFF * STG * CLF MC MD PI SI SMHA * PA * GL CJ HV SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * AH SP FX * F17 F36 * VAPN * ACT COOT DEC FPSY PRS SEMP VRS SPS ES","3050 White Plains Road, Bronx, NY 10467","3050, White Plains Road, Williams Bridge, The Bronx, Bronx County, City of New York, New York, 10467, United States",40.8704734,-73.8668342,"360050338021002",36,"005","033802",1002,"36005033802"
"10467","ZCTA5 10467",98713,3929,46228,2151,18732,1832,31581,2045,1062,478,6256,911,98713,3929,97118,3898,24719,2679,18.9762240029175,31.9927466493775,1.07584613981948,6.3375644545298,25.4525422681686,"10467","Montefiore Medical Center","Psychiatric Inpatient Service","111 East 210Th Street","Klau 2","Bronx","NY","718-920-4736",NA,NA,NA,NA,"SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PERPH ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT ECT GT IDD IPT AIM * PEON * PVTN * MC MD PI SF SI * SMI * STU * HIVT STDT TBS MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR PRS IPC SPS","111 East 210Th Street, Bronx, NY 10467","Montefiore Medical Center West Campus Moses Division Hospital, 111, East 210th Street, Norwood, The Bronx, Bronx County, City of New York, New York, 10467, United States",40.8800853,-73.8798439,"360050421001000",36,"005","042100",1000,"36005042100"
"10467","ZCTA5 10467",98713,3929,46228,2151,18732,1832,31581,2045,1062,478,6256,911,98713,3929,97118,3898,24719,2679,18.9762240029175,31.9927466493775,1.07584613981948,6.3375644545298,25.4525422681686,"10467","NYC HHC North Central Bronx Hospital","ACT Program","3424 Kossuth Avenue",NA,"Bronx","NY","718-519-4701","718-519-3100",NA,NA,NA,"SA MH * OP * IPSY * HALOP ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE ANTPYCH * CBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * FQHC * CMHG MC MD PI SI SMHA * PA * TAY SE CO SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * VAPN * ACT AOT DEC FPSY LAD PRS SH VRS CM SPS","3424 Kossuth Avenue, Bronx, NY 10467","North Central Bronx Hospital, 3424, Kossuth Avenue, Norwood, The Bronx, Bronx County, City of New York, New York, 10467, United States",40.8803581,-73.8813965,"360050421001000",36,"005","042100",1000,"36005042100"
"10467","ZCTA5 10467",98713,3929,46228,2151,18732,1832,31581,2045,1062,478,6256,911,98713,3929,97118,3898,24719,2679,18.9762240029175,31.9927466493775,1.07584613981948,6.3375644545298,25.4525422681686,"10467","NYC/HHC North Central Bronx Hospital","Inpatient Psychiatric Unit","3424 Kossuth Avenue",NA,"Bronx","NY","718-519-4864 x3500","718-519-3030",NA,NA,NA,"SA MH SUMH * HI OP PHDT * IPSY * CHLOR FLUPH HALOP PERPH THIOR ARIPI CLOZA OLANZ PALIP RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT IDD IPT TELE * CIT PEOFF WI * LCCG * FQHC * CMHG MC MD PI SF SI SMHA * PA * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PTSD SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * ACT CDM COOT DEC FPSY IMR LAD IPC","3424 Kossuth Avenue, Bronx, NY 10467","North Central Bronx Hospital, 3424, Kossuth Avenue, Norwood, The Bronx, Bronx County, City of New York, New York, 10467, United States",40.8803581,-73.8813965,"360050421001000",36,"005","042100",1000,"36005042100"
"10467","ZCTA5 10467",98713,3929,46228,2151,18732,1832,31581,2045,1062,478,6256,911,98713,3929,97118,3898,24719,2679,18.9762240029175,31.9927466493775,1.07584613981948,6.3375644545298,25.4525422681686,"10467","NYC/HHC North Central Bronx Hospital","Partial Hospitalization Program","3424 Kossuth Avenue","11th Floor","Bronx","NY","718-519-2439","718-519-3440",NA,NA,NA,"SA MH SUMH * HI OP PHDT * OMH * CHLOR FLUPH HALOP PERPH THIOR ARIPI CLOZA OLANZ PALIP RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT * CIT PEOFF WI * LCCG * FQHC MHC * CSBG SF SI SMHA * PA * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * ACT COOT DEC FPSY PRS CM IPC SPS","3424 Kossuth Avenue, Bronx, NY 10467","North Central Bronx Hospital, 3424, Kossuth Avenue, Norwood, The Bronx, Bronx County, City of New York, New York, 10467, United States",40.8803581,-73.8813965,"360050421001000",36,"005","042100",1000,"36005042100"
"11201","ZCTA5 11201",69755,2608,163310,8192,42394,1655,8399,1017,132,107,9960,1143,69755,2608,66258,2579,7004,1098,60.7755716436098,12.040713927317,0.189233746684825,14.2785463407641,10.5707989978569,"11201","Community Counseling and Mediation Inc","Youth and Family Consultation Center","25 Elm Place","2nd Floor","Brooklyn","NY","718-802-0666",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * FLUPH HALOP PERPH TRIFL ARIPI OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF SI * TAY SE GL VET CJ CO HV TRMA PTSD SMI * STU * HS * TCC * SMOP * CHLD YAD ADLT SNR * SP FX * F17 F19 F36 F43 * VAPP * COOT DEC FPSY SH CM SPS","25 Elm Place, Brooklyn, NY 11201","25, Elm Place, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11201, United States",40.6894318,-73.9844157,"360470037001003",36,"047","003700",1003,"36047003700"
"11203","ZCTA5 11203",78506,2674,68006,2758,4399,737,64474,2544,110,84,1462,354,78506,2674,76922,2678,11030,1356,5.6033933712073,82.1262069141212,0.140116678979951,1.86227804244262,14.3392007488105,"11203","Health and Hospitals/Kings","Kings City Hosp Child/Adol Clinic","451 Clarkson Avenue","Building R, 7th Floor","Brooklyn","NY","718-245-2520",NA,NA,NA,NA,"MH SUMH * OP * OMH * HALOP ARIPI CLOZA PALIP RISPE NRT NSC ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON WI * LCCG * MD PI SF SI SWFS * PA SS * SED * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * CHLD YAD * AH SP FX * F19 * VAPN * AOT COOT FPSY CM SPS","451 Clarkson Avenue, Brooklyn, NY 11203","Kings County Hospital Center, 451, Clarkson Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11203, United States",40.6564684,-73.9436745,"360470808001001",36,"047","080800",1001,"36047080800"
"11203","ZCTA5 11203",78506,2674,68006,2758,4399,737,64474,2544,110,84,1462,354,78506,2674,76922,2678,11030,1356,5.6033933712073,82.1262069141212,0.140116678979951,1.86227804244262,14.3392007488105,"11203","Interborough Developmental and","Consultation Ctr/Crown Heights Clinic","921 East New York Avenue",NA,"Brooklyn","NY","718-778-0485",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR HALOP THIOR ANTPYCH * CBT CFT DBT GT IDD IPT * CIT PEON WI * PVTN * CLF MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA PED PTSD SED SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP FX * F4 F17 F19 F25 F28 F35 F36 F70 * VAPN * COOT DEC FPSY PRS CM SPS","921 East New York Avenue, Brooklyn, NY 11203","921, East New York Avenue, Brooklyn, Kings County, City of New York, New York, 11203, United States",40.6627033,-73.9337216,"360470880011000",36,"047","088001",1000,"36047088001"
"11203","ZCTA5 11203",78506,2674,68006,2758,4399,737,64474,2544,110,84,1462,354,78506,2674,76922,2678,11030,1356,5.6033933712073,82.1262069141212,0.140116678979951,1.86227804244262,14.3392007488105,"11203","Kingsboro Psychiatric Center",NA,"681 Clarkson Avenue","Building 19, Room 102","Brooklyn","NY","718-221-7900","718-257-7780",NA,NA,NA,"MH SUMH * OP * OMH * FLUPH HALOP PERPH ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IPT AIM * STG * FQHC * MC MD PI SCJJ SI SMHA SWFS * PA * SE VET CJ CO PEFP PTSD SMI * STU * SMOP * YAD ADLT SNR * VAPP","681 Clarkson Avenue, Brooklyn, NY 11203","Kingsboro Psychiatric Center, 681, Clarkson Avenue, East Flatbush, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11203, United States",40.6572546,-73.934466,"360470808001000",36,"047","080800",1000,"36047080800"
"11203","ZCTA5 11203",78506,2674,68006,2758,4399,737,64474,2544,110,84,1462,354,78506,2674,76922,2678,11030,1356,5.6033933712073,82.1262069141212,0.140116678979951,1.86227804244262,14.3392007488105,"11203","League School",NA,"567 Kingston Avenue",NA,"Brooklyn","NY","718-498-2500","718-498-2500 x152","718-498-2500 x130",NA,NA,"MH * OP PHDT * PH * AT GT IPT TELE * PEON * PVTN * MD PI SEF SMHA * PA * SED * STU * TCC * SMON * CHLD YAD * SP FX * F4 F19 F28 F35 * VAPN * FPSY CM SPS ES","567 Kingston Avenue, Brooklyn, NY 11203","567, Kingston Avenue, Flatbush, Brooklyn, Kings County, City of New York, New York, 11203, United States",40.6595809,-73.9422961,"360470808001002",36,"047","080800",1002,"36047080800"
"11203","ZCTA5 11203",78506,2674,68006,2758,4399,737,64474,2544,110,84,1462,354,78506,2674,76922,2678,11030,1356,5.6033933712073,82.1262069141212,0.140116678979951,1.86227804244262,14.3392007488105,"11203","NYC Health and Hospital/Kings","KCHC/BH/Adult Inpatient Services","451 Clarkson Avenue","Building R","Brooklyn","NY","718-245-2751",NA,"718-245-2310",NA,NA,"SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * MC MD PI SF SI * PA SS * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F19 * VAPN * AOT COOT FPSY CM IPC SPS","451 Clarkson Avenue, Brooklyn, NY 11203","Kings County Hospital Center, 451, Clarkson Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11203, United States",40.6564684,-73.9436745,"360470808001001",36,"047","080800",1001,"36047080800"
