name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info,latitude,longitude
Intuitive Solutions Csl and Recov LLC,,201 West Bayou Street,,Farmerville,LA,71241,318-368-3363,,,,,SA MH * OP * OMH * CBT CFT DBT EMDR GT IDD IPT TELE * PVTP * MHC * MD MI PI SF * SS * CJ CO DV TRMA PTSD * STU * TCC * SMOP * CHLD YAD ADLT SNR * VAPP * COOT FPSY SPS,32.7534000000,-92.3180000000
Louisiana Behavioral Health Services,Cognitive Development Centers,1117 Marion Highway 33,,Farmerville,LA,71241,318-368-2300,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY ICM PRS CM IPC SPS,32.7534000000,-92.3180000000
Union General Hospital,Intensive Outpatient Program (IOP),901 James Avenue,,Farmerville,LA,71241,318-368-4748,,,,,MH * OP * OMH * CBT CFT DBT GT IPT * PVTN * MC * SE * STU * SMPD * ADLT SNR * AH * VAPN * FPSY CM IPC ES,32.7534000000,-92.3180000000
People United of Louisiana,,128 Louisiana Avenue,,Ferriday,LA,71334,318-437-7157,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF * PVTN * MD SF * TAY SE GL CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * VAPN * ACT CDM COOT DEC FPSY ICM IMR PRS SEMP SH TPC VRS CM IPC SPS ES,31.6602000000,-91.5502000000
Capital Area Human Services,Ascension Behavioral Health,1056 East Worthey Street,Suite B,Gonzales,LA,70737,225-621-5770,,,,,MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CMHG MC MD MI PI SF * PA SS * STU * TBS MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * AOT CDM COOT DEC FPSY ICM IMR PRS SEMP CM IPC SPS,30.2473000000,-90.9180000000
Louisiana Behavioral Health Services,Cognitive Development Centers,524 South Burnside Avenue,,Gonzales,LA,70737,225-257-4677,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * COOT FPSY ICM PRS CM IPC SPS,30.2473000000,-90.9180000000
Florida Parishes Human Servs Authority,Rosenblum Behavioral Health Clinic,835 Pride Drive,Suite B,Hammond,LA,70401,985-543-4730 x1272,985-543-4730,,,,SA MH SUMH * OP * CBHC * ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * PEON WI * STG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * PA SS * TAY SE CJ CO TRMA PTSD SED SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM DEC FPSY IMR PRS SEMP SH CM IPC SPS,30.5191000000,-90.4879000000
NAMI New Orleans,Westbank,2051 8th Street,,Harvey,LA,70058,504-368-1944,,,,,MH * OP PHDT * OMH * FLUPH HALOP ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT DBT GT IDD IPT AIM * CIT PEON * PVTN * CMHG MC MD SF SMHA * PA * SMI * MST * HS PEER * SMPD * YAD ADLT SNR * VAPP * FPSY ICM IMR PRS SH CM SPS ES,29.8725000000,-90.0673000000
Compass Behavioral Center,Houma,4701 West Park Avenue,,Houma,LA,70364,985-876-1715,337-269-7170,,,,SA MH SUMH * HI * PSY * HALOP ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IDD IPT TELE AIM * PVTP * ITU MC MD MI PI SF SI SMHA VAF * STU * STDT MST LABT * TCC * SMPD * YAD ADLT SNR * AH * VPPD * SPS,29.6299000000,-90.7268000000
Leonard J Chabert Medical Center,Behavioral Health,1978 Industrial Boulevard,,Houma,LA,70363,985-873-2200,985-873-5111,985-873-5189,,,SA MH SUMH * HI * IPSY * CHLOR HALOP PROCH ARIPI CLOZA OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT TELE AIM * PEON WI * PVTN * MC MD MI PI SF SI * GL VET ADM MF CJ CO HV DV TRMA PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT * AH * VAPN * CDM COOT DEC FPSY ICM IMR CM IPC SPS ES,29.5601000000,-90.6917000000
Southeast Louisiana VA HCS,Houma VA Clinic,6433 West Park Avenue,,Houma,LA,70364,985-851-0188,,,,,MH * OP * VAHC * HALOP LOXAP THIOT ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT GT IPT TELE * CIT PEON WI * PVTP * VAF * SE GL VET ADM CO HV TRMA TBI ALZ PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * ACT CDM DEC FPSY SEMP SH VRS IPC SPS ES,29.6299000000,-90.7268000000
Start Corporation,,235 Civic Center Boulevard,,Houma,LA,70360,985-333-2020,,,,,SA MH SUMH * OP * CMHC * OLANZ OLANZF QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * FQHC MHC * MC MD MI PI SCJJ SF SI SMHA SWFS * PA SS * CO TRMA PTSD * STU * HIVT STDT MST HBT HCT LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT CDM COOT DEC FPSY IPC SPS,29.5943000000,-90.7548000000
Terrebonne Behavioral Health Center,,5599 Highway 311,,Houma,LA,70360,985-857-3615,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * PEON WI * LCCG * CMHG MC MD PI SF SI * PA SS * GL CO TRMA PEFP SED SMI * STU * HIVT TBS MST HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR CM IPC SPS ES,29.5943000000,-90.7548000000
Cognitive Development Centers,Phoenix Family Life Centers,3683 South 1st Street,,Jena,LA,71342,318-992-2263,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY ICM PRS CM IPC SPS,31.6748000000,-92.1137000000
Compass Health,Compass Senior Care Hospital,1 Hospital Drive,Suite 201,Jennings,LA,70546,337-824-1558,,,,,MH SUMH * HI * PSY * HALOP PERPH ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IPT * PVTP * MC MD PI SF * SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD * STU * MST LABT * TCC * SMPD * ADLT SNR * AH * VPPD,30.2201000000,-92.6574000000
Imperial Calcasieu Human Services,Authority Jefferson Davis,437 North Market Street,,Jennings,LA,70546,337-246-7325,,,,,SA MH SUMH * OP * OMH * HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT IDD IPT TELE AIM * CIT * STG * CMHG MC MD MI PI SF SI SMHA * PA * CO * STU * TBS MST * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT DEC IMR CM SPS,30.2201000000,-92.6574000000
Ochsner Abrom Kaplan Memorial Hospital,Behavioral Health Unit,- - -,,Kaplan,LA,70548,337-643-6009,,,,,SA MH * HI * IPSY * CHLOR HALOP ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT TELE AIM * PVTN * MC MD PI SF * SE CO PEFP SMI * STU * HIVT STDT TBS MST LABT * TCC * SMON * ADLT SNR * AH * VAPN * CM SPS ES,29.9771000000,-92.3025000000
Beacon Behavioral Hospital,Northshore,64026 Highway 434,Suite 300,Lacombe,LA,70445,833-891-6080,,,,,MH SUMH * HI * PSY * CHLOR HALOP LOXAP THIOT THIOR TRIFL NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT * CIT PEON * PVTP * ITU MC MD PI SF VAF * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * ADLT SNR * AH * VAPN * COOT FPSY CM SPS ES,30.3220000000,-89.9297000000
Dr Joseph Henry Tyler Jr BH Clinic,,302 Dulles Drive,,Lafayette,LA,70506,337-262-4100,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON WI * LCCG * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * CO SED SMI * STU * MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR CM SPS ES,30.2077000000,-92.0656000000
Louisiana Behavioral Health Services,Phoenix Family Life Centers,222 Rue De Jean,Suite B,Lafayette,LA,70508,337-456-7880,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * COOT FPSY ICM PRS CM IPC SPS,30.1582000000,-92.0236000000
Path Behavioral Healthcare,,1405 West Pinhook Road,Suite 107,Lafayette,LA,70503,337-232-9457,,,,,MH SUMH * OP * OMH * CBT CFT DBT IPT TELE * CIT PEON PEOFF * PVTP * MD PI SF * TAY SE TRMA SED SMI * PEER * SMOP * CHLD YAD ADLT SNR * VAPP * CM SPS,30.1843000000,-92.0497000000
Resource Management Services,,200 Energy Parkway,,Lafayette,LA,70508,337-261-8781,,,,,MH * OP * OMH * HALOP ANTPYCH * PEON * PVTP * MC MD PI SF * TAY SE VET MF CO PEFP SED SMI * SMPD * CHLD YAD ADLT SNR * AH * VAPN,30.1582000000,-92.0236000000
Resource Management Services,,1333 Common Street,,Lake Charles,LA,70601,337-437-4014,,,,,SA MH SUMH * OP * OMH * HALOP ANTPYCH * CBT CFT GT IPT TELE AIM * PEON * PVTP * MC MD PI SF VAF * TAY SE GL VET MF CO PEFP PTSD SED SMI * SMPD * CHLD YAD ADLT SNR * AH * VAPN,30.2285000000,-93.1880000000
Stonebridge Behavioral Hospital,,2837 Ernest Street,Suite A,Lake Charles,LA,70601,337-439-8111,,337-769-1354,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT AIM * CIT * PVTP * MC MD MI PI SF SI VAF * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT DEC FPSY CM SPS,30.2285000000,-93.1880000000
Louisiana Behavioral Health Services,Cognitive Development Centers,1700 Lake Street,,Lake Providence,LA,71254,318-559-0551,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY ICM PRS CM IPC SPS,32.8071000000,-91.1906000000
River Parishes Treatment Center,,1809 West Airline Highway,,La Place,LA,70068,985-652-8444,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * PEON WI * LCCG * CMHG MC MD PI SF SI * PA SS * CO TRMA PEFP SED SMI * STU * HIVT TBS MST HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR CM IPC SPS ES,30.0777000000,-90.4895000000
Caring Choices of Leesville,Central LA Human Service District,105 Belview Road,,Leesville,LA,71446,337-238-6431,,,,,SA MH SUMH * OP * OMH * NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEOFF * STG * FQHC MHC * CLF CMHG CSBG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * TAY SE GL CJ CO HV TRMA PEFP PTSD SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY IMR CM SPS ES,31.1256000000,-93.1736000000
Louisiana Behavioral Health Services,Phoenix Family Life Centers,1112 Nolan Trace,Suite B,Leesville,LA,71446,337-404-7731,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY ICM PRS CM IPC SPS,31.1256000000,-93.1736000000
Beacon Behavioral Hospital,Lutcher,2471 Louisiana Avenue,,Lutcher,LA,70071,833-891-6080 x105,833-891-6080,985-882-2680,,,SA MH SUMH * HI * PSY * CHLOR HALOP LOXAP THIOT THIOR TRIFL NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT AIM * CIT PEON * PVTP * ITU MC MD PI SF VAF * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC FPSY IMR CM SPS ES,30.0447000000,-90.7008000000
Savoy Medical Center,New Horizons,1610 7th Street,,Mamou,LA,70554,337-468-0110,337-468-0482,,,,SA MH SUMH * HI PHDT * IPSY * CHLOR FLUPH HALOP LOXAP ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IPT AIM * PEON WI * LCCG * MC MD PI SF * STU * MST LABT * TCC * SMPD * YAD ADLT SNR * VAPN,30.6496000000,-92.4196000000
Florida Parishes Human Servs Authority,Mandeville Behavioral Health Clinic,900 Wilkinson Street,,Mandeville,LA,70448,985-624-4450,,,,,SA MH SUMH * OP * CMHC * FLUPH HALOP LOXAP ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * STG * MC MD MI PI SF * PA SS * SE CO PEFP SMI * STU * HIVT TBS MST * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * AOT COOT SEMP CM SPS,30.3666000000,-90.0487000000
Northlake Behavioral Health System,,23455 Sparrow Road,,Mandeville,LA,70448,985-626-6300,,,,,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT EMDR GT IDD IPT TELE * CIT PEON WI * PVTN * MC MD MI OSF PI SF SI SMHA SWFS * PA SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PEFP PTSD SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT * AH * VAPN * COOT DEC FPSY PRS SH CM IPC SPS ES,30.3666000000,-90.0487000000
A Center for Hope and Change,,219 Washington Street,,Mansfield,LA,71052,318-673-9901,,,,,MH SUMH * OP * OMH * CBT CFT DBT GT IPT TELE * CIT PEOFF * PVTP * MHC * MD SF * PA SS * TAY SE GL CO TRMA PTSD SED SMI * PEER * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY ICM IMR PRS CM SPS,32.0239000000,-93.6980000000
Caring Choices of Marksville,Central LA Human Service District,694 Government Street,,Marksville,LA,71351,318-253-9638,,,,,SA MH SUMH * OP * OMH * NRT ANTPYCH * CBT DBT IDD IPT TELE AIM * CIT PEOFF * STG * CLF CMHG CSBG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * TAY SE GL CJ CO HV TRMA PEFP PTSD SMI * STU * MST LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM DEC FPSY IMR LAD PRS VRS CM SPS ES,31.1396000000,-92.0831000000
Eleanor Health Metairie,,- - -,,Metairie,LA,70006,504-225-8768,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTP * MC MD MI PI PCF SF SI SMHA * STU * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY CM,30.0129000000,-90.1915000000
Solace Chateau,,2305 North Hullen Street,Suite 11,Metairie,LA,70001,504-656-4284,504-656-4284 x0,,,,MH * OP * OMH * CBT CRT CFT EMDR IPT TELE * CIT * PVTP * MHC * PI SF * SS * TAY SE GL VET ADM MF CJ DV TRMA TBI ALZ PTSD * SMON * CHLD YAD ADLT SNR * VAPN * DEC FPSY,29.9871000000,-90.1695000000
Minden Behavioral Health Clinic,,502 Nella Street,,Minden,LA,71055,318-371-3001,,,,,SA MH SUMH * OP * OMH * CHLOR HALOP THIOT ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT EMDR GT IDD IPT TELE AIM * STG * CMHG MC MD MI PI SF SI SMHA * PA SS * TAY CO TRMA PTSD SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT IPC SPS,32.6323000000,-93.2886000000
Center for Children and Families Inc,,622 Riverside Drive,,Monroe,LA,71201,318-398-0945,,,,,MH SUMH * OP * OMH * CBT CFT EMDR GT IPT TELE * CIT * PVTN * MD OSF PI PCF SCJJ SF * CJ TRMA PTSD SED * SMON * CHLD YAD * SP * VAPN * COOT FPSY PRS CM SPS ES,32.5286000000,-92.1061000000
Cognitive Development Centers,,4951 Central Avenue,,Monroe,LA,71203,318-340-1535,,318-340-1537,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MD * TAY SE CO PED PEFP SMI * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * FPSY PRS CM IPC SPS,32.5530000000,-92.0422000000
Cypress Grove Behavioral Health,,414 Pine Street,,Monroe,LA,71201,318-699-8819,,,,,MH SUMH * OP * OMH * CBT GT IPT * PVTP * MC PI SI * SE VET CO TRMA PTSD * SMPD * YAD ADLT SNR * VAPN * ACT CM IPC SPS,32.5286000000,-92.1061000000
NE Delta Human Servs Authority,(NEDHSA)/Monroe Behavioral Health Ctr,4800 South Grand Street,,Monroe,LA,71202,318-362-3339,,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT GT IDD IPT TELE AIM * STG * CMHG MC MD MI PI SF SI * PA SS * TAY SE GL VET ADM MF CO HV TRMA ALZ PED PTSD SED SMI * STU * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY CM IPC SPS ES,32.3868000000,-92.0722000000
Ochsner LSU Health Monroe,,4864 Jackson Street,,Monroe,LA,71202,318-330-7000 x7507,318-330-7000,,,,SA MH SUMH * HI * IPSY * CHLOR DROPE FLUPH HALOP THIOT ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IPT TELE AIM * PEON WI * PVTN * MC MD MI OSF PI SF SI VAF * SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC LAD CM SPS,32.3868000000,-92.0722000000
People United Behavioral Health,,2101 Tower Drive,Suite B,Monroe,LA,71201,318-323-1300 x106,,,,,SA MH SUMH * OP PHDT * CMHC * HALOP CARIP CLOZA LURAS OLANZ OLANZF RISPE NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF * PVTP * MHC * MC MD SF * TAY SE GL VET CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * HS * TCC * SMPD * CHLD YAD ADLT SNR * VAPN * ACT CDM COOT DEC FPSY ICM IMR PRS SEMP SH TPC VRS CM IPC SPS ES,32.5286000000,-92.1061000000
Rehab Services of NE LA LLC,,4306 South Grand Street,,Monroe,LA,71202,318-324-5441,,,,,MH SUMH * OP * OMH * ANTPYCH * CBT DBT IPT TELE * CIT * PVTP * MD * TAY SE GL VET ADM MF DV TRMA PEFP PTSD SED SMI * STU * SMPD * CHLD YAD ADLT SNR * VAPP * FPSY PRS SPS,32.3868000000,-92.0722000000
River City Professional Csl Servs LLC,,1210 Stubbs Avenue,,Monroe,LA,71201,318-325-8748,,318-325-8782,,,SA MH SUMH * OP * OMH * FLUPH ARIPI CLOZA OLANZF RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PVTP * MHC * MC MD MI PI SF * CO * STU * PEER * SMPD * CHLD YAD ADLT SNR * VAPN * COOT FPSY PRS,32.5286000000,-92.1061000000
Saint Mary Behavioral Health Center,,500 Roderick Street,Suite B,Morgan City,LA,70380,985-380-2460,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * PEON WI * LCCG * CMHG MC MD PI SF SI * PA SS * CO TRMA PEFP SED SMI * STU * HIVT TBS MST HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * CDM COOT DEC FPSY IMR CM IPC SPS ES,29.6977000000,-91.2654000000
Natchitoches Regional Medical Center,Insights Behavioral Hospital,501 Keyser Avenue,,Natchitoches,LA,71457,318-214-4380,318-214-4200,,,,MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP PROCH THIOT THIOR ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * MC MD PI SF SI * SE GL VET CJ CO HV DV TRMA TBI ALZ PEFP PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY LAD CM IPC SPS ES,31.7617000000,-93.0916000000
North Louisiana Human Services,District,210 Medical Drive,,Natchitoches,LA,71457,318-357-3122,,,,,SA MH SUMH * OP * CMHC * DROPE FLUPH HALOP THIOR RISPE NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEOFF WI * STG * FQHC * CMHG CSBG MC MD OSF PI SF SI SMHA * PA * TAY SE CO HV PTSD SED SMI * STU * HIVT STDT TBS HBT HCT LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT IPC SPS ES,31.7617000000,-93.0916000000
New Iberia,Behavioral Health Clinic,611 West Admiral Doyle Drive,,New Iberia,LA,70560,337-373-0002,,,,,SA MH SUMH * OP * CMHC * LOXAP ARIPI CLOZA OLANZ OLANZF QUETI RISPE ANTPYCH * CBT CFT EMDR IPT TELE * CIT WI * STG * CMHG CSBG ITU MC MD MI OSF PI SF SI SMHA SWFS * PA SS * SED SMI * STU * STDT TBS HBT HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * AOT COOT LAD SPS,30.0010000000,-91.8200000000
Beacon Behavioral Hospital,New Orleans,14500 Hayne Boulevard,Suite 200,New Orleans,LA,70128,833-891-6080,,,,,SA MH SUMH * HI * PSY * CHLOR HALOP LOXAP THIOT THIOR TRIFL RISPE NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT * CIT PEON * PVTP * ITU MC MD PI SF VAF * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT FPSY CM SPS ES,30.0487000000,-89.9585000000
Center for Hope Children and Family,,5630 Crowder Boulevard,Suite 208,New Orleans,LA,70127,504-241-6006 x105,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE AIM * CIT WI * PVTP * MHC * MD SF * PA SS * TAY SE GL CJ CO TRMA ALZ PED PTSD SED SMI * MST * SMOP * CHLD YAD ADLT SNR * VAPN * COOT DEC FPSY PRS CM SPS ES,30.0313000000,-89.9758000000
Childrens Hospital New Orleans,Behavioral Health Hospital,210 State Street,Building 10,New Orleans,LA,70118,504-896-7200,855-246-6521,,,,MH * HI OP * IPSY * CHLOR HALOP LOXAP PROCH CLOZA OLANZ QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IPT TELE AIM * PEON WI * PVTN * MC MD PI SCJJ SF SI SMHA SWFS * TRMA PED SED * STU * MST LABT * TCC * SMON * CHLD * AH * VAPN * DEC SH CM IPC,29.9504000000,-90.1236000000
Metropolitan Human Services District,Algiers Behavioral Health Center,3100 General DeGaulle Drive,Suites A and B,New Orleans,LA,70114,504-568-3130,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEOFF WI * STG * CMHG CSBG FG MC MD OSF SI SMHA * PA * TAY GL CO TRMA PTSD SED SMI * STU * HIVT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY LAD CM IPC SPS,29.9379000000,-90.0331000000
